City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
497,Labuhan,ID,78.53,light rain,-6.8844,112.2051,DoubleFAG
498,Baculin,PH,75.56,overcast clouds,7.4525,126.5842,Baculin Cove Beach Resort
499,Bengkulu,ID,76.19,moderate rain,-3.8004,102.2655,Grage Hotel Bengkulu
500,Minna,NG,83.91,haze,9.6139,6.5569,Royal Park hotel & suites
502,Kabanjahe,ID,65.16,overcast clouds,3.1001,98.4908,Kos-Kosan wanita muslim bagoes kabanjahe
503,Alibunan,PH,73.56,clear sky,11.1465,122.4591,Rex Casio Cell Site
506,Hargeysa,SO,56.75,clear sky,9.56,44.065,City Center Hotel
507,Vanimo,PG,75.97,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
513,Fortuna Foothills,US,69.69,clear sky,32.6578,-114.4119,Fortuna De Oro RV Park
514,Estelle,US,53.06,clear sky,29.8458,-90.1067,Boomtown Casino & Hotel New Orleans
516,Nouadhibou,MR,66.18,overcast clouds,20.931,-17.0347,El Medina
520,Dakar,SN,71.73,clear sky,14.6937,-17.4441,Redface Studios Meublés
522,Seguin,US,67.71,clear sky,29.5688,-97.9647,La Quinta Inn & Suites by Wyndham Seguin
524,Colares,PT,61.57,clear sky,38.7992,-9.4469,Arribas Sintra Hotel
525,Acajutla,SV,89.8,few clouds,13.5928,-89.8275,Laureles
527,Ambulu,ID,76.35,overcast clouds,-8.345,113.6058,Hotel Ambulu Jember
530,Suwannaphum,TH,76.39,scattered clouds,15.6035,103.8021,วรรณมณี รีสอร์ท
531,Kanina,CD,62.31,light rain,-10.7341,25.4699,3W Hôtel-Restaurant
532,Casalmaggiore,IT,42.58,overcast clouds,44.9939,10.4189,Albergo Delle Industrie
537,Acapulco,MX,85.82,few clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
539,Yeppoon,AU,74.98,overcast clouds,-23.1333,150.7333,Villa Mar Colina
540,Alugan,PH,77.97,broken clouds,12.2188,125.4808,JM Lodge
542,Katherine,AU,79.12,overcast clouds,-14.4667,132.2667,Pine Tree Motel
543,Hinjilikatu,IN,58.39,few clouds,19.4833,84.75,Uma shankar transport
547,Urambo,TZ,65.19,overcast clouds,-5.0667,32.05,Fair Lodge
549,Ewa Beach,US,79.09,clear sky,21.3156,-158.0072,Uncle Junior Robert
553,Luganville,VU,78.73,overcast clouds,-15.5333,167.1667,The Espiritu Hotel
555,Lazaro Cardenas,MX,83.77,clear sky,17.9583,-102.2,Baymont by Wyndham Lazaro Cardenas
557,Roald,NO,40.33,broken clouds,62.5833,6.1333,Flem Cabins
559,Panaba,MX,72.19,overcast clouds,21.2833,-88.2667,Hotel California
561,Martapura,ID,77.09,overcast clouds,-3.4167,114.85,Montana Hotel Syariah
563,Lander,US,40.98,clear sky,42.833,-108.7307,"Holiday Inn Express & Suites Lander, an IHG Hotel"
565,Toul,FR,44.4,mist,48.6667,5.9167,Abc Hotel
566,Anloga,GH,84.42,broken clouds,5.7947,0.8973,Pin Drop Hotel
567,Malanje,AO,65.41,overcast clouds,-9.5402,16.341,Hotel Ginga
569,Teknaf,BD,55.89,clear sky,20.8624,92.3058,Forestry Guesthouse
572,Sibu,MY,77.31,scattered clouds,2.3,111.8167,RH HOTEL (4 Star)
574,Sunbury,AU,66.79,broken clouds,-37.5833,144.7333,Sunbury Motor Inn
580,Puerto Colombia,CO,86.09,clear sky,10.9878,-74.9547,Hotel El Emigrante
582,Ucluelet,CA,43.09,light rain,48.9329,-125.5528,Black Rock Oceanfront Resort
583,Bulata,PH,79.0,scattered clouds,9.8599,122.4016,Punta Bulata Resort & Spa
585,Waddan,LY,49.42,clear sky,29.1614,16.139,محل الشريف محمد العايب
586,Carutapera,BR,76.06,light rain,-1.195,-46.02,Lidera
587,Bischwiller,FR,44.1,overcast clouds,48.7659,7.8583,Restaurant Notre Dame | Marienthal - Hagueneau
588,Coihaique,CL,67.95,scattered clouds,-45.5752,-72.0662,Diego De Almagro Coyhaique
590,Caceres,ES,48.79,clear sky,39.522,-6.3748,Ahc Hoteles
592,Redondo,PT,52.83,clear sky,38.6487,-7.5471,Monte Horta Maria Francisca
593,Bembereke,BJ,76.77,few clouds,10.2283,2.6634,Hotel Bio Guera
597,Tres Passos,BR,73.6,overcast clouds,-27.4556,-53.9319,Hotel Imperial
598,Damietta,EG,55.29,clear sky,31.4165,31.8133,SULIMAN INN
599,Kingman,US,57.54,overcast clouds,35.1894,-114.053,Rodeway Inn Kingman Route 66
600,Akalkot,IN,67.12,clear sky,17.5333,76.2167,Hotel Vikas
601,San Ramon,US,62.24,clear sky,37.7799,-121.978,San Ramon Marriott
603,Bundaberg,AU,73.69,broken clouds,-24.85,152.35,Takalvan Motel
605,Sorong,ID,80.42,overcast clouds,-0.8833,131.25,Waigo Splash Hotel
606,Narok,KE,62.69,overcast clouds,-1.0783,35.8601,OLORROPIL TOWERS
607,Opunake,NZ,67.84,clear sky,-39.4556,173.8583,Walton Cottage
608,Lakatoro,VU,80.96,overcast clouds,-16.0999,167.4164,Lakatoro Palm Lodge
609,Tambura,SS,71.47,clear sky,5.6,27.4667,Rikito Lodge
611,Aljezur,PT,54.63,scattered clouds,37.3191,-8.8033,Amazigh Hostel
612,Lincoln,US,58.01,clear sky,40.8,-96.667,Courtyard by Marriott Lincoln Downtown/Haymarket
613,Chor,PK,65.32,clear sky,25.5167,69.7667,Asad U Bajeer Hotel
614,Kiama,AU,73.38,overcast clouds,-34.6833,150.8667,The Sebel Kiama Harbourside
616,Cap Malheureux,MU,81.09,broken clouds,-19.9842,57.6142,Pereybere Hotel & Spa
618,La Asuncion,VE,79.39,overcast clouds,11.0333,-63.8628,Colinas de Matasiete
619,High Rock,BS,55.42,few clouds,26.6208,-78.2833,Hideaway Bahamas Beach Club
620,Rosarito,MX,70.66,overcast clouds,32.3333,-117.0333,Hotel Festival Plaza Rosarito
621,Lasa,IT,45.48,clear sky,46.6166,10.7002,Pension Feldgärtenhof
622,Bac Lieu,VN,74.97,broken clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
623,Store Heddinge,DK,43.27,overcast clouds,55.3097,12.3889,Vangeled Gaard B&B
624,Ormara,PK,71.33,clear sky,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
625,Port Macquarie,AU,66.88,overcast clouds,-31.4333,152.9167,Rydges Port Macquarie
626,Acarau,BR,81.91,overcast clouds,-2.8856,-40.12,castelo pizzaria
627,Porto Novo,BJ,84.02,few clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
628,Burnie,AU,60.94,broken clouds,-41.0667,145.9167,Beachfront Voyager Motor Inn
629,Muros,ES,55.9,few clouds,42.7762,-9.0603,Apartment Av. Castelao
631,Puri,IN,57.72,clear sky,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
633,Thiruvananthapuram,IN,82.38,mist,8.4833,76.9167,Hotel Residency Tower
634,Jieshi,CN,55.94,overcast clouds,22.8134,115.8257,Yuehai Hotel
635,Daru,PG,78.33,moderate rain,-9.0763,143.2092,Daru Lodge
637,Cairns,AU,75.15,scattered clouds,-16.9167,145.7667,Mantra Trilogy Cairns
638,Chicama,PE,72.14,broken clouds,-7.8447,-79.1469,Balihai Bungalows
639,Prince Rupert,CA,42.89,light rain,54.3161,-130.3201,Crest Hotel
643,Hostotipaquillo,MX,84.22,clear sky,21.0667,-104.0667,Departamento Luna
645,Dalbandin,PK,57.61,scattered clouds,28.8947,64.4101,Gidaan Guest House
646,Vieste,IT,43.3,clear sky,41.8825,16.175,Hotel Falcone
648,Lagoa,PT,58.05,broken clouds,39.05,-27.9833,Casa Das Faias
649,Villa Del Rosario,CO,86.38,scattered clouds,7.8339,-72.4742,Hotel Villas de San Diego
654,Deniliquin,AU,66.0,overcast clouds,-35.5333,144.9667,Riviana Motel
655,Barra Do Garcas,BR,84.78,broken clouds,-15.89,-52.2567,Hotel Pousada Tropical
656,Butte,US,66.63,clear sky,39.6499,-121.5677,Meadowbrook Oaks Mobile Home Park
658,Kloulklubed,PW,81.5,broken clouds,7.0419,134.2556,Storyboard Beach Resort
659,Shintomi,JP,45.72,overcast clouds,32.0785,131.4723,ホテルスイート
661,Stornoway,GB,40.03,few clouds,58.2093,-6.3865,Caladh Inn
664,Muisne,EC,82.51,light rain,0.6,-80.0333,Quinta Samay
666,Hastings,GB,50.81,clear sky,50.8552,0.5729,Zanzibar Hotel
669,Port Hedland,AU,82.45,overcast clouds,-20.3167,118.5667,"The Esplanade Hotel (Accommodation section closed for refurbishment - Bar, Restaurant & Functions remain open)"
672,Nhulunbuy,AU,81.21,overcast clouds,-12.2333,136.7667,East Arnhem Real Estate
677,Auki,SB,77.85,overcast clouds,-8.7676,160.7034,Auki Motel
678,Hobyo,SO,77.11,few clouds,5.3505,48.5268,Halane Hotel and Restaurent
679,Poli,TZ,63.84,overcast clouds,-3.3333,36.8,Urafiki House
680,Uaua,BR,73.72,overcast clouds,-9.8414,-39.4817,Hotel Uauá
681,Isiro,CD,69.13,overcast clouds,2.7739,27.616,Guest House Hewa Bora
683,Eydhafushi,MV,82.6,broken clouds,5.1033,73.0708,Soneva Fushi
684,Amarpur,IN,53.33,clear sky,25.0333,86.9,Amit kirana store
685,Port Augusta,AU,72.72,broken clouds,-32.5,137.7667,Majestic Oasis Apartments
687,Susangerd,IR,44.62,clear sky,31.5608,48.1831,دفتر خدمات هوایی وجهانگردی نسیم گستر دشت آزادگان
688,Le Port,RE,77.0,overcast clouds,-20.9373,55.2919,KORBEY D'OR OUEST
689,Palu,ID,75.43,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
690,Beira,MZ,80.69,few clouds,-19.8436,34.8389,Beira Terrace Hotel
692,Buala,SB,80.35,light rain,-8.145,159.5921,Maringe Lagoon Lodge
693,Canyon Lake,US,66.97,scattered clouds,29.8752,-98.2625,The Lodge At Turkey Cove
695,Santona,ES,47.35,clear sky,43.4439,-3.4576,Playamar
696,Viesca,MX,59.36,clear sky,25.35,-102.8,LA VIEZCA (Parque Magico)
698,Antalaha,MG,74.43,few clouds,-14.9003,50.2788,Hotel Vitasoa
700,Abbeville,FR,51.94,overcast clouds,50.1,1.8333,Hôtel Mercure Abbeville Centre - Porte de la Baie de Somme
701,Mecca,SA,65.93,scattered clouds,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
702,Karpathos,GR,57.16,overcast clouds,35.507,27.2132,Alex
703,Toamasina,MG,77.0,scattered clouds,-18.1667,49.3833,Hotel H1
704,Altea,ES,55.58,clear sky,38.5989,-0.0514,Albir Playa Hotel & Spa
705,Eureka,US,63.19,clear sky,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
706,Eyl,SO,75.13,broken clouds,7.9803,49.8164,Amiin Hotel
707,Jacksonville,US,49.08,clear sky,30.3322,-81.6556,Hyatt Regency Jacksonville Riverfront
